gen_id,ref_id,dialect_region,gen_text,gen_phoneme,gen_dialect,ref_text,sentence_id,speaker_id,gender,age,token_count
13_Ostschweiz,13,Ostschweiz,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten.,m iː ɾ v ɛ b d ə d iː s ʊ n ɡ l aʊ p l ɪ x ə t a l ɛ n t ʊ n t d iː n iː ɛ n d l oː z ə ɪ n ʃ p i r a k ts j oː n n iː f ɛ ɾ ɡ ɛ s ə f iː l d a ŋ k f y ɾ s v oː t uː m f ɔ m f i n a n s k ɔ m ɪ s j oː n s p r ɛ z i d ɛ n t,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,684dd9cf-2844-407b-9a7f-12e7b559773f,female,fourties,23
13_Bern,13,Bern,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum vom Finanzkommissionspräsidenten François Chappie.,n i v a t ə d iː ʊ n ɡ oː p l ɪ x t a l ɛ n t ʊ n d iː n iː a n t l oː s ə ɪ n ʃ p i r a ts j oː n iː f iː d a s iː d ɔ m x f y p s v oː t oː n f ɔ m ə n f i l a m s k ɔ m ɪ s oː n s p r e z iː d a n t f r ɑ̃ s w ʃ a p i,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,d2dee463-0eb9-47fa-b739-f1dccd8638f9,male,twenties,23
13_Basel,13,Basel,Ich werde dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum vom Finanzkommissionspräsidenten François Chaput.,v ɑː b ə d iː s ʊ m d ɑː t ʊ s t a l a n t ʊ n t d iː n eɪ a l oː z ə ɪ n ʃ p i r ʊ ts j oː n n iː f ɛ ɾ ɡ a s ə f iː l ə d ɔ n f ə z ɔ s ə v oː t ʊ f ɔ m f iː i n ɑː l s k oː m ɪ s j oː n s p o s ɪ d ɑː n t ə ə f ɔ s oː ʃ a t l ɪ p ʊ ŋ,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,fd72db57-c291-43e6-840e-92e06f83ae56,male,twenties,23
13_Wallis,13,Wallis,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten François Chapuis.,v i r v ɛ d ə d ɪ s u n ɡ l aʊ b l ɪ x s t a l ɛ n t ʊ n t d iː n a n t l oː z ə ɪ n ʃ p i r a ts j oː n n iː f ɛ r ɡ a s ə f i l e n ɑ̃ k f y r t v oː t ʊ m f o f i n a n ts k o m i s j oː n s p r e z i d a n t f r ɔ̃ s w a ʃ a p iː,Ostschweiz,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,fb1b67be-8d8f-47bb-b15c-ee1138f0d4ac,female,twenties,23
13_Zürich,13,Zürich,Wir werden dein unglaubliches Talent und deine endlose Inspiration. Ich danke für das Votum des Finanzkommissionspräsidenten François Chappuis.,m iː v ɑː k d d iː uː d ɑː b ə ʃ ə t a l ɛ n t ʊ n t d iː n iː a ŋ dʒ oː z ɪ ɪ n ʃ k y r a ts j oː n h iː v ɑː f ɪ s v oː t ʊ m f oː m f iː n aʊ n s k oː m ɪ s j oː n s p ɹ ɛ z iː v ɛ n t a f aʊ s ɔ tʃ æ p iː,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,6d34bfbb-2de2-48d9-891d-ae216f9b347b,male,twenties,23
13_Innerschweiz,13,Innerschweiz,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten. François Chappie,n i v ɛ r ə k iː s ɡ d ɛ b ɪ ʁ s t ɛ l ɛ n t ʊ n d iː n ɪ a ŋ ɡ ɪ s ə ɪ n ʃ p i ɾ a ts j oː n n ɪ ɾ f ɛ ɾ ɡ a s ə f iː l ə ɡ ɛ n p f ɛ s v eː l d ɪ n f ʊ n f iː n ɑ̃ s k ɔ m ɪ s j oː n p ɾ e z d ɛ n t f ɑ̃ s ɛ ʃ ɛ p iː,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,acf67674-c912-42c0-ba3c-f85e2db965ac,male,thirties,23
13_Graubünden,13,Graubünden,Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum von Finanzkommissionspräsident François Chapuis.,m iː ɾ v ɛ ɾ d ə n d iː ʊ n ɡ l aʊ b l ɪ x s t a l ɛ n t ʊ n t d iː n iː ɛ n t l oː z ɪ ɪ n ʃ p i r a ts j oː n h iː ɾ f ə ɡ eɪ s ə f iː d a ŋ k f ə ts oː t ʊ m v oː f iː l h a n s k o m ɪ s j n s p ɾ e z i d ɛ n t f r ɑ̃ s v ɔ ʒ ɔ p iː,Basel,"Wir werden dein unglaubliches Talent und deine endlose Inspiration nie vergessen. Vielen Dank für das Votum des Finanzkommissionspräsidenten, François Chapuis.",f9ed30ab37cbfc1a528eab13c910f10796a2303fdcce47f4a32dde893bc70c22,6516567b-0d9b-4853-880c-d5f0327dd384,male,fourties,23
7_Graubünden,7,Graubünden,Näheaufmerksamkeit auf den Strassenverkehr würde auch ein Head-Up-Display liefern. Im Herbst sind im Schutz der Dunkelheit wieder vermehrt Einbrecher unterwegs.,n eː uː f m ɛ r k z a m k aɪ t uː f d ɛ ʃ t r aʊ s ə f ɛ r k eː r m y d ɛ ɛ l h e d ɔ k d i s t l aɪ l iː f ə r ə iː n h ɛ r p ʃ t z iː n d eː n ʃ u s f r d ɛ d ʊ ŋ k ə l h aɪ t v iː d ə r f ɛ r m eː r t iː b r ɛ x ə r ʊ n t ə r v a k s,Basel,Mehr Aufmerksamkeit auf den Strassenverkehr würde auch ein Head-up-Display liefern. Im Herbst sind im Schutz der Dunkelheit wieder vermehrt Einbrecher unterwegs.,8e06ec976456f400c97f4ee173bf94a7eaf6c61e4b346e733d94336cc5964df2,ce50fa32-dbc4-4f72-bd5f-5128784a5abc,female,twenties,23
7_Basel,7,Basel,Aufmerksamkeit auf den Strassenverkehr würde auch ein Head-Up-Display liefern. Im Herbst sind im Schutz der Dunkelheit wieder vermehrte Einbrecher unterwegs.,ɪ uː f m ɛ k z a m k aɪ d ʊ f d iː ʃ t oː s ə f ɛ ɾ f ø r v ɪ d ɛ z ɛ l d ɜ p d iː s p aɪ l eː f ə r ə a n d ɛ n h ø p ʃ ts z ɪ n t ɪ n ʃ ʊ ts f ʊ d ɛ d ʊ ŋ k f ə h a l l t v ɪ d ɛ ɛ ɾ f ɛ b t iː b r æ f ə ʊ n t ə v a k s t,Basel,Mehr Aufmerksamkeit auf den Strassenverkehr würde auch ein Head-up-Display liefern. Im Herbst sind im Schutz der Dunkelheit wieder vermehrt Einbrecher unterwegs.,8e06ec976456f400c97f4ee173bf94a7eaf6c61e4b346e733d94336cc5964df2,8f16829d-1a64-4145-927c-d6738a07ea24,male,thirties,23
7_Ostschweiz,7,Ostschweiz,Mehr Aufmerksamkeit auf den Strassenverkehr würde auch ein Head-Up-Display liefern. Im Herbst sind im Schutz vor der Dunkelheit wieder vermehrte Einbrecher unterwegs.,m eː uː f m ɛ k z a m k aɪ t ʊ x d ʃ t r ɑː s uː f ʊ f eː l ɜ v iː r aʊ ə s h aɪ t ɑː d iː s b l aɪ l iː f ə r ə iː m h ɛ ɾ p ʃ t ts iː ə n ɡ ɪ m ʃ uː ts uː d ɛ d ʊ ŋ k l h aɪ t v iː d ə f ø m iː t iː b r ɛ x ʊ m b ə v ø k s,Basel,Mehr Aufmerksamkeit auf den Strassenverkehr würde auch ein Head-up-Display liefern. Im Herbst sind im Schutz der Dunkelheit wieder vermehrt Einbrecher unterwegs.,8e06ec976456f400c97f4ee173bf94a7eaf6c61e4b346e733d94336cc5964df2,8d167b1c-7f89-4487-a0a9-2bbe08bf0b41,male,fourties,23
